ds,cutoff,y,RWD,AutoARIMA,AutoETS,Naive
2017-11-10,2017-11-09,69.31,67.48869,67.50267,67.47006,67.47
2017-11-13,2017-11-09,67.13,67.50738,67.50267,67.47006,67.47
2017-11-14,2017-11-09,67.46,67.52607,67.50267,67.47006,67.47
2017-11-15,2017-11-09,67.31,67.54476,67.50267,67.47006,67.47
2017-11-16,2017-11-09,68.74,67.563446,67.50267,67.47006,67.47
2017-11-17,2017-11-09,68.79,67.58214,67.50267,67.47006,67.47
2017-11-20,2017-11-09,69.96,67.60083,67.50267,67.47006,67.47
2017-11-21,2017-11-09,69.91,67.619514,67.50267,67.47006,67.47
2017-11-22,2017-11-09,68.69,67.63821,67.50267,67.47006,67.47
2017-11-24,2017-11-09,69.36,67.6569,67.50267,67.47006,67.47
2017-11-27,2017-11-09,69.31,67.67558,67.50267,67.47006,67.47
2017-11-28,2017-11-09,70.59,67.694275,67.50267,67.47006,67.47
2017-11-29,2017-11-09,68.69,67.71297,67.50267,67.47006,67.47
2017-11-30,2017-11-09,69.24,67.73165,67.50267,67.47006,67.47
2017-12-01,2017-11-09,68.69,67.75034,67.50267,67.47006,67.47
2017-12-04,2017-11-09,66.24,67.769035,67.50267,67.47006,67.47
2017-12-05,2017-11-09,65.83,67.78772,67.50267,67.47006,67.47
2017-12-06,2017-11-09,65.89,67.80641,67.50267,67.47006,67.47
2017-12-07,2017-11-09,66.71,67.8251,67.50267,67.47006,67.47
2017-12-08,2017-11-09,67.38,67.84379,67.50267,67.47006,67.47
2017-12-11,2017-12-08,67.0,67.39831,67.337494,67.37994,67.38
2017-12-12,2017-12-08,67.06,67.41662,67.337494,67.37994,67.38
2017-12-13,2017-12-08,66.68,67.43492,67.337494,67.37994,67.38
2017-12-14,2017-12-08,66.51,67.45323,67.337494,67.37994,67.38
2017-12-15,2017-12-08,67.61,67.47154,67.337494,67.37994,67.38
2017-12-18,2017-12-08,67.66,67.48985,67.337494,67.37994,67.38
2017-12-19,2017-12-08,67.75,67.508156,67.337494,67.37994,67.38
2017-12-20,2017-12-08,67.4,67.52647,67.337494,67.37994,67.38
2017-12-21,2017-12-08,67.52,67.54478,67.337494,67.37994,67.38
2017-12-22,2017-12-08,67.35,67.56309,67.337494,67.37994,67.38
2017-12-26,2017-12-08,67.25,67.58139,67.337494,67.37994,67.38
2017-12-27,2017-12-08,67.3,67.5997,67.337494,67.37994,67.38
2017-12-28,2017-12-08,67.45,67.61801,67.337494,67.37994,67.38
2017-12-29,2017-12-08,66.97,67.63632,67.337494,67.37994,67.38
2018-01-02,2017-12-08,67.6,67.654625,67.337494,67.37994,67.38
2018-01-03,2017-12-08,69.32,67.672935,67.337494,67.37994,67.38
2018-01-04,2017-12-08,68.8,67.691246,67.337494,67.37994,67.38
2018-01-05,2017-12-08,69.9,67.70956,67.337494,67.37994,67.38
2018-01-08,2017-12-08,70.05,67.72786,67.337494,67.37994,67.38
2018-01-09,2017-12-08,71.77,67.74617,67.337494,67.37994,67.38
2018-01-10,2018-01-09,70.79,71.79156,71.66731,71.76983,71.77
2018-01-11,2018-01-09,70.8,71.81312,71.66731,71.76983,71.77
2018-01-12,2018-01-09,71.73,71.83467,71.66731,71.76983,71.77
2018-01-16,2018-01-09,71.23,71.85623,71.66731,71.76983,71.77
2018-01-17,2018-01-09,72.06,71.87779,71.66731,71.76983,71.77
2018-01-18,2018-01-09,72.19,71.89935,71.66731,71.76983,71.77
2018-01-19,2018-01-09,73.07,71.920906,71.66731,71.76983,71.77
2018-01-22,2018-01-09,73.48,71.94247,71.66731,71.76983,71.77
2018-01-23,2018-01-09,73.44,71.96403,71.66731,71.76983,71.77
2018-01-24,2018-01-09,73.58,71.98559,71.66731,71.76983,71.77
2018-01-25,2018-01-09,73.86,72.00715,71.66731,71.76983,71.77
2018-01-26,2018-01-09,74.82,72.0287,71.66731,71.76983,71.77
2018-01-29,2018-01-09,74.53,72.05026,71.66731,71.76983,71.77
2018-01-30,2018-01-09,72.99,72.07182,71.66731,71.76983,71.77
2018-01-31,2018-01-09,73.43,72.09338,71.66731,71.76983,71.77
2018-02-01,2018-01-09,72.83,72.11494,71.66731,71.76983,71.77
2018-02-02,2018-01-09,71.25,72.1365,71.66731,71.76983,71.77
2018-02-05,2018-01-09,68.22,72.15806,71.66731,71.76983,71.77
2018-02-06,2018-01-09,68.45,72.17962,71.66731,71.76983,71.77
2018-02-07,2018-01-09,68.06,72.20118,71.66731,71.76983,71.77
2017-11-10,2017-11-09,45.82,45.795895,45.684887,45.81849,45.77
2017-11-13,2017-11-09,45.74,45.821785,45.705593,45.866913,45.77
2017-11-14,2017-11-09,45.81,45.84768,45.703392,45.915337,45.77
2017-11-15,2017-11-09,47.19,45.873573,45.706932,45.963764,45.77
2017-11-16,2017-11-09,47.68,45.899467,45.76512,46.012188,45.77
2017-11-17,2017-11-09,47.39,45.925358,45.770775,46.06061,45.77
2017-11-20,2017-11-09,47.69,45.951252,45.80349,46.109035,45.77
2017-11-21,2017-11-09,48.65,45.977146,45.805283,46.15746,45.77
2017-11-22,2017-11-09,48.66,46.00304,45.80538,46.205883,45.77
2017-11-24,2017-11-09,48.56,46.02893,45.805386,46.25431,45.77
2017-11-27,2017-11-09,48.42,46.054825,45.80539,46.302734,45.77
2017-11-28,2017-11-09,49.22,46.08072,45.80539,46.35116,45.77
2017-11-29,2017-11-09,49.25,46.106613,45.80539,46.399582,45.77
2017-11-30,2017-11-09,50.49,46.132504,45.80539,46.448006,45.77
2017-12-01,2017-11-09,49.0,46.158398,45.80539,46.496433,45.77
2017-12-04,2017-11-09,49.93,46.18429,45.80539,46.544857,45.77
2017-12-05,2017-11-09,49.47,46.210182,45.80539,46.59328,45.77
2017-12-06,2017-11-09,49.61,46.236076,45.80539,46.641705,45.77
2017-12-07,2017-11-09,50.88,46.26197,45.80539,46.69013,45.77
2017-12-08,2017-11-09,51.02,46.287865,45.80539,46.738552,45.77
2017-12-11,2017-12-08,51.3,51.049778,50.96045,51.07039,51.02
2017-12-12,2017-12-08,50.47,51.079556,51.037388,51.120785,51.02
2017-12-13,2017-12-08,50.09,51.109337,50.987896,51.17118,51.02
2017-12-14,2017-12-08,50.21,51.139114,51.012653,51.22158,51.02
2017-12-15,2017-12-08,51.06,51.16889,51.00539,51.271976,51.02
2017-12-18,2017-12-08,51.49,51.19867,50.93546,51.322376,51.02
2017-12-19,2017-12-08,51.44,51.228447,50.927967,51.372772,51.02
2017-12-20,2017-12-08,51.92,51.25823,50.927586,51.42317,51.02
2017-12-21,2017-12-08,52.79,51.288006,50.927567,51.473568,51.02
2017-12-22,2017-12-08,52.59,51.317783,50.927563,51.523964,51.02
2017-12-26,2017-12-08,52.85,51.34756,50.927563,51.57436,51.02
2017-12-27,2017-12-08,52.4,51.377342,50.927563,51.62476,51.02
2017-12-28,2017-12-08,52.46,51.40712,50.927563,51.675156,51.02
2017-12-29,2017-12-08,52.03,51.436897,50.927563,51.72555,51.02
2018-01-02,2017-12-08,52.99,51.466675,50.927563,51.77595,51.02
2018-01-03,2017-12-08,52.34,51.496452,50.927563,51.826347,51.02
2018-01-04,2017-12-08,52.67,51.526234,50.927563,51.876743,51.02
2018-01-05,2017-12-08,52.65,51.55601,50.927563,51.927143,51.02
2018-01-08,2017-12-08,52.13,51.58579,50.927563,51.97754,51.02
2018-01-09,2017-12-08,52.08,51.615566,50.927563,52.027935,51.02
2018-01-10,2018-01-09,53.78,52.110157,52.099968,52.130516,52.08
2018-01-11,2018-01-09,56.42,52.14031,52.049103,52.181023,52.08
2018-01-12,2018-01-09,58.47,52.170464,52.080383,52.231525,52.08
2018-01-16,2018-01-09,57.98,52.200615,52.063965,52.282032,52.08
2018-01-17,2018-01-09,58.16,52.23077,52.064293,52.332535,52.08
2018-01-18,2018-01-09,58.34,52.26092,52.092144,52.38304,52.08
2018-01-19,2018-01-09,58.06,52.291077,52.094494,52.433544,52.08
2018-01-22,2018-01-09,58.1,52.321228,52.09461,52.48405,52.08
2018-01-23,2018-01-09,58.29,52.351383,52.094616,52.534554,52.08
2018-01-24,2018-01-09,54.79,52.38154,52.094616,52.58506,52.08
2018-01-25,2018-01-09,53.05,52.41169,52.094616,52.635567,52.08
2018-01-26,2018-01-09,53.07,52.441845,52.094616,52.68607,52.08
2018-01-29,2018-01-09,52.68,52.471996,52.094616,52.736576,52.08
2018-01-30,2018-01-09,52.59,52.50215,52.094616,52.78708,52.08
2018-01-31,2018-01-09,54.32,52.532303,52.094616,52.837585,52.08
2018-02-01,2018-01-09,53.88,52.562458,52.094616,52.88809,52.08
2018-02-02,2018-01-09,52.1,52.59261,52.094616,52.938595,52.08
2018-02-05,2018-01-09,49.76,52.622765,52.094616,52.9891,52.08
2018-02-06,2018-01-09,51.18,52.652916,52.094616,53.039604,52.08
2018-02-07,2018-01-09,51.4,52.68307,52.094616,53.09011,52.08
2017-11-10,2017-11-09,81.22,80.45135,80.14595,80.42787,80.45
2017-11-13,2017-11-09,82.28,80.45269,79.82708,80.42787,80.45
2017-11-14,2017-11-09,95.72,80.45404,79.57675,80.42787,80.45
2017-11-15,2017-11-09,91.58,80.45538,79.32532,80.42787,80.45
2017-11-16,2017-11-09,90.5,80.45673,79.07044,80.42787,80.45
2017-11-17,2017-11-09,89.27,80.45808,78.81572,80.42787,80.45
2017-11-20,2017-11-09,91.43,80.45943,78.56116,80.42787,80.45
2017-11-21,2017-11-09,88.93,80.46077,78.306595,80.42787,80.45
2017-11-22,2017-11-09,89.62,80.46212,78.05202,80.42787,80.45
2017-11-24,2017-11-09,89.23,80.46346,77.79744,80.42787,80.45
2017-11-27,2017-11-09,89.87,80.46481,77.54286,80.42787,80.45
2017-11-28,2017-11-09,92.84,80.466156,77.28829,80.42787,80.45
2017-11-29,2017-11-09,99.95,80.46751,77.033714,80.42787,80.45
2017-11-30,2017-11-09,101.0,80.46885,76.77914,80.42787,80.45
2017-12-01,2017-11-09,99.28,80.4702,76.52457,80.42787,80.45
2017-12-04,2017-11-09,104.02,80.47154,76.26999,80.42787,80.45
2017-12-05,2017-11-09,101.15,80.47289,76.01541,80.42787,80.45
2017-12-06,2017-11-09,97.5,80.474236,75.76084,80.42787,80.45
2017-12-07,2017-11-09,97.61,80.475586,75.50626,80.42787,80.45
2017-12-08,2017-11-09,100.31,80.47693,75.251686,80.42787,80.45
2017-12-11,2017-12-08,100.85,100.32828,100.09857,100.24146,100.31
2017-12-12,2017-12-08,103.03,100.346565,99.839325,100.24146,100.31
2017-12-13,2017-12-08,102.5,100.364845,99.72784,100.24146,100.31
2017-12-14,2017-12-08,100.2,100.38313,99.61457,100.24146,100.31
2017-12-15,2017-12-08,100.7,100.40141,99.49393,100.24146,100.31
2017-12-18,2017-12-08,102.71,100.4197,99.37358,100.24146,100.31
2017-12-19,2017-12-08,99.73,100.43798,99.25359,100.24146,100.31
2017-12-20,2017-12-08,98.59,100.45627,99.13358,100.24146,100.31
2017-12-21,2017-12-08,100.13,100.47455,99.01356,100.24146,100.31
2017-12-22,2017-12-08,100.55,100.492836,98.89353,100.24146,100.31
2017-12-26,2017-12-08,101.96,100.511116,98.77351,100.24146,100.31
2017-12-27,2017-12-08,99.77,100.529396,98.65349,100.24146,100.31
2017-12-28,2017-12-08,99.71,100.54768,98.53346,100.24146,100.31
2017-12-29,2017-12-08,99.69,100.56596,98.41344,100.24146,100.31
2018-01-02,2017-12-08,106.09,100.58425,98.29341,100.24146,100.31
2018-01-03,2017-12-08,107.05,100.60253,98.173386,100.24146,100.31
2018-01-04,2017-12-08,111.0,100.62082,98.05337,100.24146,100.31
2018-01-05,2017-12-08,112.18,100.6391,97.93334,100.24146,100.31
2018-01-08,2017-12-08,111.39,100.65739,97.81332,100.24146,100.31
2018-01-09,2017-12-08,110.49,100.67567,97.69329,100.24146,100.31
2018-01-10,2018-01-09,110.59,110.516525,110.49,110.51103,110.49
2018-01-11,2018-01-09,112.95,110.543045,110.49,110.51103,110.49
2018-01-12,2018-01-09,115.94,110.56957,110.49,110.51103,110.49
2018-01-16,2018-01-09,113.9,110.59609,110.49,110.51103,110.49
2018-01-17,2018-01-09,115.35,110.62262,110.49,110.51103,110.49
2018-01-18,2018-01-09,115.53,110.64914,110.49,110.51103,110.49
2018-01-19,2018-01-09,117.02,110.67567,110.49,110.51103,110.49
2018-01-22,2018-01-09,118.03,110.70219,110.49,110.51103,110.49
2018-01-23,2018-01-09,119.1,110.728714,110.49,110.51103,110.49
2018-01-24,2018-01-09,120.99,110.75523,110.49,110.51103,110.49
2018-01-25,2018-01-09,120.92,110.78176,110.49,110.51103,110.49
2018-01-26,2018-01-09,123.64,110.80829,110.49,110.51103,110.49
2018-01-29,2018-01-09,122.89,110.83481,110.49,110.51103,110.49
2018-01-30,2018-01-09,119.27,110.861336,110.49,110.51103,110.49
2018-01-31,2018-01-09,116.99,110.887856,110.49,110.51103,110.49
2018-02-01,2018-01-09,117.29,110.91438,110.49,110.51103,110.49
2018-02-02,2018-01-09,113.93,110.9409,110.49,110.51103,110.49
2018-02-05,2018-01-09,109.86,110.96743,110.49,110.51103,110.49
2018-02-06,2018-01-09,112.2,110.99395,110.49,110.51103,110.49
2018-02-07,2018-01-09,109.93,111.02048,110.49,110.51103,110.49
2017-10-27,2017-10-26,163.05,157.48538,157.41,157.4929,157.41
2017-10-30,2017-10-26,166.72,157.56078,157.41,157.57591,157.41
2017-10-31,2017-10-26,169.04,157.63615,157.41,157.65892,157.41
2017-11-01,2017-10-26,166.89,157.71153,157.41,157.74191,157.41
2017-11-02,2017-10-26,168.11,157.78693,157.41,157.82492,157.41
2017-11-03,2017-10-26,172.5,157.8623,157.41,157.90791,157.41
2017-11-06,2017-10-26,174.25,157.93768,157.41,157.99092,157.41
2017-11-07,2017-10-26,174.81,158.01308,157.41,158.07393,157.41
2017-11-10,2017-10-26,174.67,158.08846,157.41,158.15692,157.41
2017-11-13,2017-10-26,173.97,158.16383,157.41,158.23993,157.41
2017-11-14,2017-10-26,171.34,158.23923,157.41,158.32294,157.41
2017-11-15,2017-10-26,169.08,158.3146,157.41,158.40593,157.41
2017-11-16,2017-10-26,171.1,158.38998,157.41,158.48894,157.41
2017-11-17,2017-10-26,170.15,158.46538,157.41,158.57193,157.41
2017-11-20,2017-10-26,169.98,158.54076,157.41,158.65494,157.41
2017-11-21,2017-10-26,173.14,158.61615,157.41,158.73795,157.41
2017-11-22,2017-10-26,174.96,158.69153,157.41,158.82094,157.41
2017-11-24,2017-10-26,174.97,158.7669,157.41,158.90395,157.41
2017-11-27,2017-10-26,174.09,158.8423,157.41,158.98694,157.41
2017-11-28,2017-10-26,173.07,158.91768,157.41,159.06995,157.41
2017-11-29,2017-11-28,169.48,173.1571,173.07,173.15913,173.07
2017-11-30,2017-11-28,171.85,173.2442,173.07,173.248,173.07
2017-12-01,2017-11-28,171.05,173.3313,173.07,173.33688,173.07
2017-12-04,2017-11-28,169.8,173.41841,173.07,173.42577,173.07
2017-12-05,2017-11-28,169.64,173.50551,173.07,173.51465,173.07
2017-12-06,2017-11-28,169.01,173.5926,173.07,173.60353,173.07
2017-12-07,2017-11-28,169.32,173.6797,173.07,173.69241,173.07
2017-12-08,2017-11-28,169.37,173.7668,173.07,173.7813,173.07
2017-12-11,2017-11-28,172.67,173.8539,173.07,173.87018,173.07
2017-12-12,2017-11-28,171.7,173.941,173.07,173.95905,173.07
2017-12-13,2017-11-28,172.27,174.02809,173.07,174.04793,173.07
2017-12-14,2017-11-28,172.22,174.1152,173.07,174.13681,173.07
2017-12-15,2017-11-28,173.97,174.2023,173.07,174.2257,173.07
2017-12-19,2017-11-28,174.54,174.2894,173.07,174.31458,173.07
2017-12-20,2017-11-28,174.35,174.3765,173.07,174.40346,173.07
2017-12-21,2017-11-28,175.01,174.4636,173.07,174.49234,173.07
2017-12-22,2017-11-28,175.01,174.55069,173.07,174.58122,173.07
2017-12-26,2017-11-28,170.57,174.63779,173.07,174.6701,173.07
2017-12-27,2017-11-28,170.6,174.72488,173.07,174.75897,173.07
2017-12-28,2017-11-28,171.08,174.812,173.07,174.84785,173.07
2017-12-29,2017-12-28,169.23,171.16406,171.08,171.16708,171.08
2018-01-02,2017-12-28,172.26,171.24812,171.08,171.25421,171.08
2018-01-03,2017-12-28,172.23,171.33218,171.08,171.34134,171.08
2018-01-04,2017-12-28,173.03,171.41624,171.08,171.42847,171.08
2018-01-05,2017-12-28,175.0,171.5003,171.08,171.51561,171.08
2018-01-08,2017-12-28,174.35,171.58437,171.08,171.60274,171.08
2018-01-09,2017-12-28,174.33,171.66843,171.08,171.68987,171.08
2018-01-10,2017-12-28,174.29,171.75249,171.08,171.777,171.08
2018-01-11,2017-12-28,175.28,171.83655,171.08,171.86412,171.08
2018-01-24,2017-12-28,174.22,171.92061,171.08,171.95125,171.08
2018-01-25,2017-12-28,171.11,172.00467,171.08,172.03838,171.08
2018-01-26,2017-12-28,171.51,172.08873,171.08,172.1255,171.08
2018-01-29,2017-12-28,167.96,172.17279,171.08,172.21263,171.08
2018-01-30,2017-12-28,166.97,172.25684,171.08,172.29976,171.08
2018-01-31,2017-12-28,167.43,172.3409,171.08,172.38689,171.08
2018-02-01,2017-12-28,167.78,172.42496,171.08,172.47401,171.08
2018-02-02,2017-12-28,160.5,172.50902,171.08,172.56114,171.08
2018-02-05,2017-12-28,156.49,172.59308,171.08,172.64827,171.08
2018-02-06,2017-12-28,163.03,172.67714,171.08,172.7354,171.08
2018-02-07,2017-12-28,159.54,172.7612,171.08,172.82253,171.08
2017-11-10,2017-11-09,95.43,95.93978,95.75964,95.94818,95.89
2017-11-13,2017-11-09,95.12,95.98956,95.859535,96.008385,95.89
2017-11-14,2017-11-09,94.75,96.039345,95.7785,96.068596,95.89
2017-11-15,2017-11-09,93.76,96.089134,95.746284,96.12881,95.89
2017-11-16,2017-11-09,94.47,96.138916,95.673615,96.18901,95.89
2017-11-17,2017-11-09,93.61,96.1887,95.56796,96.24922,95.89
2017-11-20,2017-11-09,93.6,96.23848,95.55956,96.309425,95.89
2017-11-21,2017-11-09,94.68,96.28826,95.55956,96.36964,95.89
2017-11-22,2017-11-09,94.47,96.33804,95.55956,96.42984,95.89
2017-11-24,2017-11-09,94.72,96.38783,95.55956,96.49005,95.89
2017-11-27,2017-11-09,95.42,96.437614,95.55956,96.550255,95.89
2017-11-28,2017-11-09,95.42,96.4874,95.55956,96.610466,95.89
2017-11-29,2017-11-09,95.82,96.53718,95.55956,96.67067,95.89
2017-11-30,2017-11-09,96.92,96.58696,95.55956,96.73088,95.89
2017-12-01,2017-11-09,96.32,96.63674,95.55956,96.791084,95.89
2017-12-04,2017-11-09,95.22,96.68652,95.55956,96.851295,95.89
2017-12-05,2017-11-09,95.41,96.73631,95.55956,96.91151,95.89
2017-12-06,2017-11-09,94.4,96.786095,95.55956,96.97171,95.89
2017-12-07,2017-11-09,94.24,96.83588,95.55956,97.03192,95.89
2017-12-08,2017-11-09,95.95,96.88566,95.55956,97.092125,95.89
2017-12-11,2017-12-08,96.47,95.99901,95.87824,95.98524,95.95
2017-12-12,2017-12-08,96.3,96.04803,95.91738,96.04484,95.95
2017-12-13,2017-12-08,97.35,96.09704,95.98914,96.10444,95.95
2017-12-14,2017-12-08,96.3,96.14606,95.976746,96.16404,95.95
2017-12-15,2017-12-08,97.45,96.19507,96.04263,96.22364,95.95
2017-12-18,2017-12-08,98.19,96.24409,96.05307,96.28324,95.95
2017-12-19,2017-12-08,97.92,96.2931,95.94152,96.34284,95.95
2017-12-20,2017-12-08,97.41,96.34212,95.9462,96.40244,95.95
2017-12-21,2017-12-08,97.91,96.39113,95.94365,96.46204,95.95
2017-12-22,2017-12-08,98.21,96.44015,95.938965,96.52165,95.95
2017-12-26,2017-12-08,97.75,96.48916,95.93977,96.58125,95.95
2017-12-27,2017-12-08,98.09,96.53818,95.93548,96.640854,95.95
2017-12-28,2017-12-08,97.79,96.58719,95.93479,96.700455,95.95
2017-12-29,2017-12-08,96.71,96.63621,95.94207,96.760056,95.95
2018-01-02,2017-12-08,98.41,96.68522,95.941765,96.81966,95.95
2018-01-03,2017-12-08,99.95,96.73423,95.94193,96.87926,95.95
2018-01-04,2017-12-08,99.38,96.78325,95.94224,96.93886,95.95
2018-01-05,2017-12-08,101.11,96.83226,95.942184,96.99846,95.95
2018-01-08,2017-12-08,99.49,96.88128,95.94247,97.05806,95.95
2018-01-09,2017-12-08,100.24,96.93029,95.94251,97.11767,95.95
2018-01-10,2018-01-09,99.69,100.29169,100.3129,100.23992,100.24
2018-01-11,2018-01-09,99.27,100.343376,100.19815,100.23992,100.24
2018-01-12,2018-01-09,100.34,100.395065,100.0942,100.23992,100.24
2018-01-16,2018-01-09,102.49,100.446754,100.132675,100.23992,100.24
2018-01-17,2018-01-09,104.36,100.498436,100.01591,100.23992,100.24
2018-01-18,2018-01-09,103.81,100.550125,100.12525,100.23992,100.24
2018-01-19,2018-01-09,104.64,100.601814,100.07463,100.23992,100.24
2018-01-22,2018-01-09,106.49,100.6535,100.06971,100.23992,100.24
2018-01-23,2018-01-09,105.38,100.70519,100.07745,100.23992,100.24
2018-01-24,2018-01-09,105.51,100.75688,100.08447,100.23992,100.24
2018-01-25,2018-01-09,108.3,100.80857,100.08187,100.23992,100.24
2018-01-26,2018-01-09,123.21,100.86026,100.08975,100.23992,100.24
2018-01-29,2018-01-09,122.31,100.91194,100.082375,100.23992,100.24
2018-01-30,2018-01-09,115.88,100.96363,100.08579,100.23992,100.24
2018-01-31,2018-01-09,112.22,101.01532,100.08612,100.23992,100.24
2018-02-01,2018-01-09,116.34,101.06701,100.0856,100.23992,100.24
2018-02-02,2018-01-09,115.17,101.1187,100.08513,100.23992,100.24
2018-02-05,2018-01-09,109.51,101.17039,100.085304,100.23992,100.24
2018-02-06,2018-01-09,111.2,101.22208,100.08477,100.23992,100.24
2018-02-07,2018-01-09,113.62,101.273766,100.085266,100.23992,100.24
2017-11-10,2017-11-09,75.0,75.293686,75.27,75.26997,75.27
2017-11-13,2017-11-09,75.4,75.317375,75.27,75.26997,75.27
2017-11-14,2017-11-09,75.4,75.341064,75.27,75.26997,75.27
2017-11-15,2017-11-09,77.53,75.36475,75.27,75.26997,75.27
2017-11-16,2017-11-09,80.31,75.38844,75.27,75.26997,75.27
2017-11-17,2017-11-09,78.84,75.41213,75.27,75.26997,75.27
2017-11-20,2017-11-09,77.46,75.43582,75.27,75.26997,75.27
2017-11-21,2017-11-09,79.46,75.45951,75.27,75.26997,75.27
2017-11-22,2017-11-09,81.4,75.4832,75.27,75.26997,75.27
2017-11-24,2017-11-09,81.23,75.50689,75.27,75.26997,75.27
2017-11-27,2017-11-09,81.12,75.53058,75.27,75.26997,75.27
2017-11-28,2017-11-09,83.15,75.55427,75.27,75.26997,75.27
2017-11-29,2017-11-09,84.66,75.57796,75.27,75.26997,75.27
2017-11-30,2017-11-09,84.82,75.60165,75.27,75.26997,75.27
2017-12-01,2017-11-09,84.95,75.625336,75.27,75.26997,75.27
2017-12-04,2017-11-09,87.42,75.649025,75.27,75.26997,75.27
2017-12-05,2017-11-09,85.89,75.672714,75.27,75.26997,75.27
2017-12-06,2017-11-09,85.99,75.69641,75.27,75.26997,75.27
2017-12-07,2017-11-09,85.93,75.7201,75.27,75.26997,75.27
2017-12-08,2017-11-09,86.7,75.74379,75.27,75.26997,75.27
2017-12-11,2017-12-08,86.77,86.73268,86.7,86.69992,86.7
2017-12-12,2017-12-08,87.82,86.765366,86.7,86.69992,86.7
2017-12-13,2017-12-08,88.48,86.79805,86.7,86.69992,86.7
2017-12-14,2017-12-08,89.31,86.830734,86.7,86.69992,86.7
2017-12-15,2017-12-08,93.17,86.86342,86.7,86.69992,86.7
2017-12-18,2017-12-08,92.4,86.8961,86.7,86.69992,86.7
2017-12-19,2017-12-08,93.79,86.92879,86.7,86.69992,86.7
2017-12-20,2017-12-08,93.74,86.96147,86.7,86.69992,86.7
2017-12-21,2017-12-08,92.99,86.994156,86.7,86.69992,86.7
2017-12-22,2017-12-08,92.46,87.02685,86.7,86.69992,86.7
2017-12-26,2017-12-08,93.25,87.05953,86.7,86.69992,86.7
2017-12-27,2017-12-08,92.6,87.09222,86.7,86.69992,86.7
2017-12-28,2017-12-08,92.59,87.1249,86.7,86.69992,86.7
2017-12-29,2017-12-08,91.82,87.157585,86.7,86.69992,86.7
2018-01-02,2017-12-08,94.04,87.19027,86.7,86.69992,86.7
2018-01-03,2017-12-08,94.39,87.22295,86.7,86.69992,86.7
2018-01-04,2017-12-08,94.18,87.25564,86.7,86.69992,86.7
2018-01-05,2017-12-08,95.32,87.28832,86.7,86.69992,86.7
2018-01-08,2017-12-08,96.9,87.32101,86.7,86.69992,86.7
2018-01-09,2017-12-08,97.52,87.35369,86.7,86.69992,86.7
2018-01-10,2018-01-09,97.21,97.56089,97.52,97.573685,97.52
2018-01-11,2018-01-09,98.14,97.60179,97.52,97.63745,97.52
2018-01-12,2018-01-09,99.0,97.642685,97.52,97.70122,97.52
2018-01-16,2018-01-09,99.55,97.683586,97.52,97.764984,97.52
2018-01-17,2018-01-09,101.3,97.72448,97.52,97.82875,97.52
2018-01-18,2018-01-09,100.86,97.76537,97.52,97.89252,97.52
2018-01-19,2018-01-09,100.06,97.806274,97.52,97.95629,97.52
2018-01-22,2018-01-09,102.66,97.84717,97.52,98.02006,97.52
2018-01-23,2018-01-09,102.81,97.88807,97.52,98.083824,97.52
2018-01-24,2018-01-09,104.62,97.92896,97.52,98.14759,97.52
2018-01-25,2018-01-09,104.37,97.96986,97.52,98.21136,97.52
2018-01-26,2018-01-09,105.48,98.01076,97.52,98.27512,97.52
2018-01-29,2018-01-09,105.09,98.05165,97.52,98.33889,97.52
2018-01-30,2018-01-09,102.46,98.09255,97.52,98.40266,97.52
2018-01-31,2018-01-09,99.67,98.133446,97.52,98.46643,97.52
2018-02-01,2018-01-09,99.29,98.17434,97.52,98.5302,97.52
2018-02-02,2018-01-09,96.02,98.21524,97.52,98.59396,97.52
2018-02-05,2018-01-09,91.9,98.256134,97.52,98.65773,97.52
2018-02-06,2018-01-09,91.54,98.297035,97.52,98.7215,97.52
2018-02-07,2018-01-09,94.22,98.33793,97.52,98.78526,97.52
2017-11-10,2017-11-09,54.8,55.467564,55.45,55.44998,55.45
2017-11-13,2017-11-09,55.3,55.485126,55.45,55.44998,55.45
2017-11-14,2017-11-09,55.01,55.50269,55.45,55.44998,55.45
2017-11-15,2017-11-09,54.83,55.520252,55.45,55.44998,55.45
2017-11-16,2017-11-09,55.54,55.537815,55.45,55.44998,55.45
2017-11-17,2017-11-09,55.56,55.555378,55.45,55.44998,55.45
2017-11-20,2017-11-09,55.29,55.57294,55.45,55.44998,55.45
2017-11-21,2017-11-09,56.12,55.5905,55.45,55.44998,55.45
2017-11-22,2017-11-09,55.8,55.608063,55.45,55.44998,55.45
2017-11-24,2017-11-09,56.13,55.625626,55.45,55.44998,55.45
2017-11-27,2017-11-09,56.15,55.64319,55.45,55.44998,55.45
2017-11-28,2017-11-09,56.02,55.66075,55.45,55.44998,55.45
2017-11-29,2017-11-09,55.58,55.678314,55.45,55.44998,55.45
2017-11-30,2017-11-09,56.37,55.695877,55.45,55.44998,55.45
2017-12-01,2017-11-09,55.98,55.71344,55.45,55.44998,55.45
2017-12-04,2017-11-09,54.71,55.731003,55.45,55.44998,55.45
2017-12-05,2017-11-09,54.79,55.748566,55.45,55.44998,55.45
2017-12-06,2017-11-09,54.66,55.76613,55.45,55.44998,55.45
2017-12-07,2017-11-09,54.69,55.78369,55.45,55.44998,55.45
2017-12-08,2017-11-09,54.64,55.801254,55.45,55.44998,55.45
2017-12-11,2017-12-08,54.94,54.65661,54.64,54.640003,54.64
2017-12-12,2017-12-08,55.7,54.673218,54.64,54.640003,54.64
