unique_id,ds,cutoff,FEDformer,Autoformer,PatchTST,Informer,VanillaTransformer,y
A,2017-11-10,2017-11-09,,68.165306,67.47147,67.352,67.52025,69.31
A,2017-11-13,2017-11-09,,68.29237,67.496735,67.35331,67.498955,67.13
A,2017-11-14,2017-11-09,,68.19866,67.47563,67.369095,67.48706,67.46
A,2017-11-15,2017-11-09,,68.05516,67.513504,67.406494,67.504616,67.31
A,2017-11-16,2017-11-09,,67.96161,67.50389,67.38271,67.52778,68.74
A,2017-11-17,2017-11-09,,67.62671,67.50027,67.37345,67.54144,68.79
A,2017-11-20,2017-11-09,,67.39541,67.53448,67.457825,67.54308,69.96
A,2017-11-21,2017-11-09,,67.11647,67.43313,67.422585,67.54331,69.91
A,2017-11-22,2017-11-09,,66.95394,67.51298,67.474434,67.55058,68.69
A,2017-11-24,2017-11-09,,66.89741,67.57199,67.47881,67.56346,69.36
A,2017-11-27,2017-11-09,,66.846375,67.49244,67.39562,67.57784,69.31
A,2017-11-28,2017-11-09,,66.92025,67.52771,67.41472,67.58922,70.59
A,2017-11-29,2017-11-09,,67.0159,67.524475,67.48733,67.594086,68.69
A,2017-11-30,2017-11-09,,67.005585,67.55761,67.49935,67.59641,69.24
A,2017-12-01,2017-11-09,,67.00107,67.54362,67.40909,67.60334,68.69
A,2017-12-04,2017-11-09,,66.93368,67.55563,67.53035,67.6158,66.24
A,2017-12-05,2017-11-09,,66.76138,67.5222,67.5379,67.63064,65.83
A,2017-12-06,2017-11-09,,66.59221,67.52717,67.54034,67.644966,65.89
A,2017-12-07,2017-11-09,,66.37071,67.493286,67.546196,67.65138,66.71
A,2017-12-08,2017-11-09,,66.47477,67.584015,67.55022,67.657104,67.38
A,2017-12-11,2017-12-08,,68.08231,67.3347,67.69809,67.51286,67.0
A,2017-12-12,2017-12-08,,68.278206,67.46448,67.58586,67.64586,67.06
A,2017-12-13,2017-12-08,,67.926094,67.51305,67.83028,67.70693,66.68
A,2017-12-14,2017-12-08,,68.044014,67.51185,67.81775,67.749176,66.51
A,2017-12-15,2017-12-08,,67.93926,67.52215,67.732735,67.782906,67.61
A,2017-12-18,2017-12-08,,68.23072,67.598625,67.8413,67.81372,67.66
A,2017-12-19,2017-12-08,,68.100365,67.624,67.848816,67.842384,67.75
A,2017-12-20,2017-12-08,,68.13958,67.69426,67.84112,67.871506,67.4
A,2017-12-21,2017-12-08,,68.2193,67.62386,67.90363,67.90947,67.52
A,2017-12-22,2017-12-08,,68.192986,67.59993,67.918625,67.960754,67.35
