unique_id,ds,cutoff,FEDformer,Autoformer,PatchTST,Informer,VanillaTransformer,y
A,2017-11-10,2017-11-09,,67.561714,67.47642,67.46295,67.55428,69.31
A,2017-11-13,2017-11-09,,67.710175,67.517105,67.47901,67.52087,67.13
A,2017-11-14,2017-11-09,,67.63338,67.47907,67.497475,67.5058,67.46
A,2017-11-15,2017-11-09,,67.507385,67.48793,67.544785,67.52376,67.31
A,2017-11-16,2017-11-09,,67.4192,67.46127,67.538345,67.54836,68.74
A,2017-11-17,2017-11-09,,67.114655,67.4896,67.46856,67.56301,68.79
A,2017-11-20,2017-11-09,,66.82819,67.53707,67.511215,67.56458,69.96
A,2017-11-21,2017-11-09,,66.42611,67.4414,67.556015,67.56385,69.91
A,2017-11-22,2017-11-09,,66.16209,67.49495,67.6063,67.57005,68.69
A,2017-11-24,2017-11-09,,66.13705,67.5358,67.6113,67.582726,69.36
A,2017-11-27,2017-11-09,,66.08965,67.49873,67.522484,67.59816,69.31
A,2017-11-28,2017-11-09,,66.149086,67.517685,67.54875,67.611206,70.59
A,2017-11-29,2017-11-09,,66.25684,67.50296,67.636696,67.61744,68.69
A,2017-11-30,2017-11-09,,66.24779,67.54481,67.64308,67.62026,69.24
A,2017-12-01,2017-11-09,,66.24834,67.54889,67.63933,67.62692,68.69
A,2017-12-04,2017-11-09,,66.25758,67.542244,67.68103,67.63883,66.24
A,2017-12-05,2017-11-09,,66.214325,67.520256,67.68812,67.6528,65.83
A,2017-12-06,2017-11-09,,66.06878,67.49972,67.69258,67.66513,65.89
A,2017-12-07,2017-11-09,,65.92364,67.525665,67.697685,67.667786,66.71
A,2017-12-08,2017-11-09,,65.630135,67.54031,67.701454,67.66595,67.38
A,2017-12-11,2017-12-08,,68.81094,67.328384,67.64748,67.463135,67.0
A,2017-12-12,2017-12-08,,68.90226,67.45449,67.617355,67.60174,67.06
A,2017-12-13,2017-12-08,,68.48041,67.468796,67.767654,67.66912,66.68
A,2017-12-14,2017-12-08,,68.32521,67.52883,67.769165,67.714,66.51
A,2017-12-15,2017-12-08,,68.07427,67.52681,67.70349,67.74675,67.61
A,2017-12-18,2017-12-08,,68.2902,67.5724,67.78766,67.77469,67.66
A,2017-12-19,2017-12-08,,68.15795,67.63748,67.76745,67.80089,67.75
A,2017-12-20,2017-12-08,,68.155685,67.692955,67.76988,67.82996,67.4
A,2017-12-21,2017-12-08,,68.35951,67.57958,67.85876,67.86984,67.52
A,2017-12-22,2017-12-08,,68.4118,67.55197,67.85869,67.92313,67.35
A,2017-12-26,2017-12-08,,68.46235,67.637505,68.09317,67.982414,67.25
A,2017-12-27,2017-12-08,,68.445786,67.61709,68.146935,68.03212,67.3
A,2017-12-28,2017-12-08,,68.48657,67.611015,68.26511,68.05579,67.45
A,2017-12-29,2017-12-08,,68.26771,67.559296,68.218475,68.05377,66.97
A,2018-01-02,2017-12-08,,67.904106,67.69486,68.168236,68.05061,67.6
A,2018-01-03,2017-12-08,,67.46671,67.59261,68.2806,68.07443,69.32
A,2018-01-04,2017-12-08,,67.09766,67.68528,68.286736,68.13616,68.8
A,2018-01-05,2017-12-08,,66.95131,67.6402,68.32242,68.22259,69.9
A,2018-01-08,2017-12-08,,66.79884,67.77144,68.35877,68.29992,70.05
A,2018-01-09,2017-12-08,,67.07482,67.567215,68.32607,68.60074,71.77
A,2018-01-10,2018-01-09,,71.65537,71.785934,71.60819,71.29493,70.79
A,2018-01-11,2018-01-09,,69.48102,71.80292,71.46342,71.54356,70.8
A,2018-01-12,2018-01-09,,69.71014,71.77167,71.458145,71.61155,71.73
A,2018-01-16,2018-01-09,,69.97839,71.820564,71.54274,71.6535,71.23
A,2018-01-17,2018-01-09,,70.155205,71.75233,71.77184,71.66856,72.06
A,2018-01-18,2018-01-09,,70.37425,71.75984,71.81104,71.6856,72.19
A,2018-01-19,2018-01-09,,70.786896,71.782936,71.80356,71.71952,73.07
A,2018-01-22,2018-01-09,,71.07604,71.79569,71.95854,71.76599,73.48
A,2018-01-23,2018-01-09,,70.72025,71.74254,71.72038,71.81011,73.44
A,2018-01-24,2018-01-09,,70.58888,71.82472,72.32056,71.84516,73.58
A,2018-01-25,2018-01-09,,70.394684,71.801094,71.871544,71.87998,73.86
A,2018-01-26,2018-01-09,,70.340675,71.80497,71.891205,71.916885,74.82
A,2018-01-29,2018-01-09,,69.97012,71.76827,71.87162,71.94298,74.53
A,2018-01-30,2018-01-09,,69.867096,71.847534,72.09392,71.9524,72.99
A,2018-01-31,2018-01-09,,69.66072,71.895256,72.08806,71.95421,73.43
A,2018-02-01,2018-01-09,,69.42899,71.82336,71.9308,71.96325,72.83
A,2018-02-02,2018-01-09,,69.180984,71.85964,72.20009,71.99165,71.25
A,2018-02-05,2018-01-09,,69.0163,71.858574,72.12746,72.036194,68.22
A,2018-02-06,2018-01-09,,68.96713,71.84788,71.94236,72.06921,68.45
A,2018-02-07,2018-01-09,,69.0124,71.84442,72.339806,72.062325,68.06
AAL,2017-11-10,2017-11-09,,47.032356,45.93942,45.844692,45.738007,45.82
AAL,2017-11-13,2017-11-09,,48.00148,45.83932,45.946777,45.777523,45.74
AAL,2017-11-14,2017-11-09,,48.383633,46.178497,46.014515,45.81668,45.81
AAL,2017-11-15,2017-11-09,,48.506752,45.981865,46.055172,45.867928,47.19
AAL,2017-11-16,2017-11-09,,48.269806,46.291214,46.201515,45.92613,47.68
AAL,2017-11-17,2017-11-09,,48.303745,46.302456,46.14644,45.98493,47.39
