unique_id,ds,cutoff,FEDformer,Autoformer,PatchTST,Informer,VanillaTransformer,y
A,2017-11-10,2017-11-09,,68.11754,67.4606,67.42251,67.52481,69.31
A,2017-11-13,2017-11-09,,68.25113,67.486755,67.41644,67.497894,67.13
A,2017-11-14,2017-11-09,,68.07601,67.48883,67.437164,67.48643,67.46
A,2017-11-15,2017-11-09,,67.8565,67.46168,67.481705,67.503624,67.31
A,2017-11-16,2017-11-09,,67.75173,67.48055,67.44826,67.52513,68.74
A,2017-11-17,2017-11-09,,67.52142,67.47706,67.45505,67.53649,68.79
A,2017-11-20,2017-11-09,,67.38649,67.48987,67.535614,67.53625,69.96
A,2017-11-21,2017-11-09,,67.24996,67.41947,67.50395,67.53571,69.91
A,2017-11-22,2017-11-09,,67.19756,67.539406,67.55268,67.5431,68.69
A,2017-11-24,2017-11-09,,67.16031,67.56573,67.56629,67.55613,69.36
A,2017-11-27,2017-11-09,,67.142876,67.48449,67.48311,67.57028,69.31
A,2017-11-28,2017-11-09,,67.16068,67.52525,67.49865,67.581184,70.59
A,2017-11-29,2017-11-09,,67.184616,67.50872,67.57311,67.58566,68.69
A,2017-11-30,2017-11-09,,67.10429,67.5519,67.58905,67.587906,69.24
A,2017-12-01,2017-11-09,,66.98677,67.54657,67.5841,67.594894,68.69
A,2017-12-04,2017-11-09,,66.90891,67.52237,67.62205,67.60716,66.24
A,2017-12-05,2017-11-09,,66.79633,67.48505,67.62996,67.62158,65.83
A,2017-12-06,2017-11-09,,66.750565,67.52716,67.63807,67.63553,65.89
A,2017-12-07,2017-11-09,,66.61816,67.47619,67.657326,67.64158,66.71
A,2017-12-08,2017-11-09,,67.18881,67.554596,67.64645,67.64772,67.38
A,2017-12-11,2017-12-08,,67.938805,67.35168,67.746826,67.50566,67.0
A,2017-12-12,2017-12-08,,68.03663,67.44429,67.64244,67.634834,67.06
A,2017-12-13,2017-12-08,,67.911194,67.5085,67.80265,67.70045,66.68
A,2017-12-14,2017-12-08,,68.11674,67.52277,67.86568,67.746895,66.51
A,2017-12-15,2017-12-08,,68.063416,67.541306,67.78835,67.78095,67.61
A,2017-12-18,2017-12-08,,68.33371,67.59582,67.947174,67.807175,67.66
