unique_id,ds,cutoff,FEDformer,Autoformer,PatchTST,Informer,VanillaTransformer,y
A,2017-11-10,2017-11-09,,68.28315,67.47399,67.43302,67.500854,69.31
A,2017-11-13,2017-11-09,,68.30607,67.477554,67.39934,67.46986,67.13
A,2017-11-14,2017-11-09,,68.13745,67.47482,67.40914,67.46205,67.46
A,2017-11-15,2017-11-09,,68.008606,67.46933,67.43788,67.47956,67.31
A,2017-11-16,2017-11-09,,67.89617,67.44765,67.43232,67.50022,68.74
A,2017-11-17,2017-11-09,,67.5436,67.507484,67.44855,67.51179,68.79
A,2017-11-20,2017-11-09,,67.383995,67.501526,67.49238,67.51316,69.96
A,2017-11-21,2017-11-09,,67.161644,67.45845,67.5006,67.514046,69.91
A,2017-11-22,2017-11-09,,67.10127,67.504196,67.51043,67.52144,68.69
A,2017-11-24,2017-11-09,,67.00337,67.4971,67.5269,67.533,69.36
A,2017-11-27,2017-11-09,,67.02272,67.49669,67.48219,67.54483,69.31
A,2017-11-28,2017-11-09,,67.0881,67.52725,67.542076,67.55402,70.59
A,2017-11-29,2017-11-09,,67.15188,67.545,67.54727,67.55852,68.69
A,2017-11-30,2017-11-09,,67.01189,67.561,67.55887,67.56192,69.24
A,2017-12-01,2017-11-09,,66.85122,67.54331,67.5391,67.56951,68.69
A,2017-12-04,2017-11-09,,66.694824,67.53413,67.59852,67.58102,66.24
A,2017-12-05,2017-11-09,,66.44934,67.52973,67.60458,67.59407,65.83
A,2017-12-06,2017-11-09,,66.23715,67.54347,67.609474,67.607346,65.89
A,2017-12-07,2017-11-09,,65.91387,67.52006,67.616875,67.61431,66.71
A,2017-12-08,2017-11-09,,66.30413,67.53492,67.62071,67.618706,67.38
A,2017-12-11,2017-12-08,,68.524956,67.34534,67.57432,67.539795,67.0
A,2017-12-12,2017-12-08,,68.58947,67.45874,67.39307,67.67379,67.06
A,2017-12-13,2017-12-08,,68.47251,67.507576,67.601,67.73771,66.68
A,2017-12-14,2017-12-08,,68.45879,67.50057,67.673515,67.78357,66.51
A,2017-12-15,2017-12-08,,68.48128,67.57044,67.69988,67.81881,67.61
A,2017-12-18,2017-12-08,,68.710815,67.571556,67.75952,67.84885,67.66
A,2017-12-19,2017-12-08,,68.46153,67.64063,67.78673,67.87722,67.75
A,2017-12-20,2017-12-08,,68.56146,67.69799,67.7727,67.9072,67.4
A,2017-12-21,2017-12-08,,68.555145,67.66599,67.80527,67.94621,67.52
A,2017-12-22,2017-12-08,,68.487236,67.669655,67.82031,67.998695,67.35
A,2017-12-26,2017-12-08,,68.58707,67.69155,67.910286,68.05686,67.25
A,2017-12-27,2017-12-08,,68.51925,67.66366,67.8433,68.105545,67.3
A,2017-12-28,2017-12-08,,68.43124,67.6734,68.14648,68.13212,67.45
A,2017-12-29,2017-12-08,,68.30008,67.624954,68.22131,68.136856,66.97
A,2018-01-02,2017-12-08,,68.04872,67.67126,68.21821,68.13979,67.6
A,2018-01-03,2017-12-08,,67.70003,67.65183,68.27944,68.166954,69.32
A,2018-01-04,2017-12-08,,67.454994,67.70401,68.286934,68.227776,68.8
A,2018-01-05,2017-12-08,,67.36687,67.66293,68.292694,68.30706,69.9
A,2018-01-08,2017-12-08,,67.49905,67.75307,68.300705,68.375565,70.05
A,2018-01-09,2017-12-08,,67.11319,67.658516,68.337326,68.5491,71.77
A,2018-01-10,2018-01-09,,72.12609,71.77436,71.682556,71.34778,70.79
A,2018-01-11,2018-01-09,,70.31883,71.78751,71.7879,71.63765,70.8
A,2018-01-12,2018-01-09,,70.460785,71.757576,71.84624,71.69063,71.73
A,2018-01-16,2018-01-09,,70.53189,71.78491,71.705956,71.72223,71.23
A,2018-01-17,2018-01-09,,70.54842,71.80529,71.9976,71.74347,72.06
A,2018-01-18,2018-01-09,,70.754616,71.84545,71.9363,71.78549,72.19
A,2018-01-19,2018-01-09,,70.92914,71.83826,71.855484,71.85175,73.07
A,2018-01-22,2018-01-09,,70.97094,71.89034,72.00154,71.91942,73.48
A,2018-01-23,2018-01-09,,70.93023,71.82555,71.7566,71.965355,73.44
A,2018-01-24,2018-01-09,,71.05046,71.87801,72.027725,71.98777,73.58
A,2018-01-25,2018-01-09,,70.757645,71.89508,71.96982,72.009254,73.86
A,2018-01-26,2018-01-09,,70.71023,71.88605,71.98386,72.048836,74.82
A,2018-01-29,2018-01-09,,70.633606,71.871346,71.98472,72.09775,74.53
A,2018-01-30,2018-01-09,,70.72963,71.94095,72.19707,72.13521,72.99
A,2018-01-31,2018-01-09,,70.63667,71.97928,72.20509,72.153015,73.43
A,2018-02-01,2018-01-09,,70.658806,71.92577,72.03761,72.16334,72.83
A,2018-02-02,2018-01-09,,70.707375,71.962875,72.17274,72.1897,71.25
A,2018-02-05,2018-01-09,,70.90229,72.029915,72.10546,72.243546,68.22
A,2018-02-06,2018-01-09,,70.74192,71.98146,72.074585,72.300804,68.45
A,2018-02-07,2018-01-09,,70.462036,71.94566,72.14343,72.309044,68.06
AAL,2017-11-10,2017-11-09,,47.728634,45.941036,45.689903,45.574337,45.82
AAL,2017-11-13,2017-11-09,,48.586292,46.030247,45.85,45.676643,45.74
AAL,2017-11-14,2017-11-09,,48.123077,46.142803,45.81413,45.72505,45.81
AAL,2017-11-15,2017-11-09,,48.193607,46.3484,45.8579,45.77841,47.19
AAL,2017-11-16,2017-11-09,,48.018066,46.427704,46.0635,45.83531,47.68
AAL,2017-11-17,2017-11-09,,48.105774,46.12786,45.84713,45.88919,47.39
AAL,2017-11-20,2017-11-09,,47.809887,46.235977,45.91662,45.933567,47.69
AAL,2017-11-21,2017-11-09,,47.90837,46.586273,45.938297,45.97353,48.65
AAL,2017-11-22,2017-11-09,,47.319237,46.39466,45.976036,46.031513,48.66
AAL,2017-11-24,2017-11-09,,47.384583,46.867455,45.586594,46.11685,48.56
AAL,2017-11-27,2017-11-09,,47.23369,46.947544,46.55323,46.213295,48.42
AAL,2017-11-28,2017-11-09,,47.016247,46.758987,46.392494,46.296444,49.22
AAL,2017-11-29,2017-11-09,,46.76908,46.642006,46.569466,46.347935,49.25
AAL,2017-11-30,2017-11-09,,46.367218,46.85377,46.724953,46.36992,50.49
AAL,2017-12-01,2017-11-09,,46.081207,46.966377,46.844418,46.39544,49.0
AAL,2017-12-04,2017-11-09,,46.43102,47.12189,46.666985,46.453823,49.93
AAL,2017-12-05,2017-11-09,,46.695694,47.196575,46.74298,46.53979,49.47
AAL,2017-12-06,2017-11-09,,46.457737,47.183228,46.640755,46.61985,49.61
AAL,2017-12-07,2017-11-09,,46.49681,47.529957,46.708595,46.65771,50.88
AAL,2017-12-08,2017-11-09,,46.19781,47.569836,46.725903,46.69241,51.02
AAL,2017-12-11,2017-12-08,,51.57605,50.992672,50.951912,51.528698,51.3
AAL,2017-12-12,2017-12-08,,51.277363,51.078682,50.92354,51.46767,50.47
AAL,2017-12-13,2017-12-08,,50.976463,51.031395,51.01661,51.47238,50.09
AAL,2017-12-14,2017-12-08,,51.34791,51.123325,51.01614,51.489964,50.21
AAL,2017-12-15,2017-12-08,,51.18489,51.149837,51.07167,51.510723,51.06
AAL,2017-12-18,2017-12-08,,51.197037,51.206844,51.106293,51.534515,51.49
AAL,2017-12-19,2017-12-08,,50.712734,51.209293,51.12099,51.562637,51.44
AAL,2017-12-20,2017-12-08,,50.519554,51.209602,51.1771,51.596123,51.92
AAL,2017-12-21,2017-12-08,,49.718884,51.239994,51.141777,51.627235,52.79
AAL,2017-12-22,2017-12-08,,49.80856,51.212208,51.305504,51.647255,52.59
AAL,2017-12-26,2017-12-08,,49.63438,51.292717,51.36821,51.662033,52.85
AAL,2017-12-27,2017-12-08,,49.33039,51.31353,51.23335,51.682545,52.4
AAL,2017-12-28,2017-12-08,,49.01537,51.25266,51.328033,51.70998,52.46
AAL,2017-12-29,2017-12-08,,49.034527,51.36183,51.416344,51.740505,52.03
AAL,2018-01-02,2017-12-08,,48.8974,51.30311,51.392952,51.765404,52.99
AAL,2018-01-03,2017-12-08,,49.138756,51.33529,51.39922,51.772636,52.34
AAL,2018-01-04,2017-12-08,,48.822243,51.389008,51.43167,51.761463,52.67
AAL,2018-01-05,2017-12-08,,48.6948,51.343494,51.474174,51.744816,52.65
AAL,2018-01-08,2017-12-08,,48.659588,51.404404,51.46053,51.730103,52.13
AAL,2018-01-09,2017-12-08,,48.93138,51.354324,51.46149,51.838863,52.08
AAL,2018-01-10,2018-01-09,,53.53202,52.060097,51.997326,51.98089,53.78
AAL,2018-01-11,2018-01-09,,53.578754,52.074257,52.0023,51.94817,56.42
AAL,2018-01-12,2018-01-09,,53.183895,52.107506,52.040947,51.949635,58.47
AAL,2018-01-16,2018-01-09,,52.589924,52.07786,52.0571,51.974014,57.98
AAL,2018-01-17,2018-01-09,,51.97568,52.066605,52.111256,51.991024,58.16
AAL,2018-01-18,2018-01-09,,51.9534,52.160526,52.039886,51.995716,58.34
AAL,2018-01-19,2018-01-09,,51.588593,52.151222,52.182575,51.99556,58.06
AAL,2018-01-22,2018-01-09,,51.361687,52.113846,52.16318,52.001,58.1
AAL,2018-01-23,2018-01-09,,51.54895,52.13702,52.21934,52.014828,58.29
AAL,2018-01-24,2018-01-09,,51.40554,52.098476,52.228413,52.030567,54.79
