unique_id,ds,cutoff,FEDformer,Autoformer,PatchTST,Informer,VanillaTransformer,y
A,2017-11-10,2017-11-09,,68.269615,67.46093,67.35782,67.526794,69.31
A,2017-11-13,2017-11-09,,68.36857,67.47035,67.33344,67.49441,67.13
A,2017-11-14,2017-11-09,,68.16647,67.47629,67.34432,67.48624,67.46
A,2017-11-15,2017-11-09,,68.04731,67.48942,67.375084,67.50426,67.31
A,2017-11-16,2017-11-09,,67.819275,67.47207,67.3697,67.52532,68.74
A,2017-11-17,2017-11-09,,67.57105,67.477455,67.376274,67.53667,68.79
A,2017-11-20,2017-11-09,,67.42631,67.48437,67.42665,67.53707,69.96
A,2017-11-21,2017-11-09,,67.256165,67.42976,67.3893,67.5366,69.91
A,2017-11-22,2017-11-09,,67.190926,67.472305,67.443474,67.542854,68.69
A,2017-11-24,2017-11-09,,67.16016,67.51295,67.45931,67.55398,69.36
A,2017-11-27,2017-11-09,,67.130196,67.49113,67.397156,67.56591,69.31
A,2017-11-28,2017-11-09,,67.14377,67.511986,67.43539,67.57507,70.59
A,2017-11-29,2017-11-09,,67.192154,67.53531,67.45162,67.57897,68.69
A,2017-11-30,2017-11-09,,67.07161,67.5616,67.469574,67.581375,69.24
A,2017-12-01,2017-11-09,,66.942696,67.55642,67.441505,67.58812,68.69
A,2017-12-04,2017-11-09,,66.75007,67.544075,67.49932,67.59933,66.24
A,2017-12-05,2017-11-09,,66.56945,67.5364,67.504654,67.612404,65.83
A,2017-12-06,2017-11-09,,66.38599,67.54673,67.52378,67.62538,65.89
A,2017-12-07,2017-11-09,,66.355804,67.5498,67.51592,67.63129,66.71
A,2017-12-08,2017-11-09,,66.9527,67.57019,67.51968,67.64361,67.38
A,2017-12-11,2017-12-08,,67.951836,67.360214,67.61572,67.50318,67.0
A,2017-12-12,2017-12-08,,68.16711,67.48426,67.53339,67.633354,67.06
A,2017-12-13,2017-12-08,,68.157585,67.50864,67.709724,67.69784,66.68
A,2017-12-14,2017-12-08,,68.313614,67.491066,67.72126,67.74484,66.51
A,2017-12-15,2017-12-08,,68.4499,67.554054,67.69161,67.78173,67.61
A,2017-12-18,2017-12-08,,68.68348,67.60275,67.78826,67.81172,67.66
A,2017-12-19,2017-12-08,,68.30505,67.64452,67.7884,67.83663,67.75
A,2017-12-20,2017-12-08,,68.09382,67.71264,67.80982,67.860664,67.4
A,2017-12-21,2017-12-08,,67.986,67.66646,67.84706,67.89353,67.52
A,2017-12-22,2017-12-08,,67.69344,67.68566,67.862656,67.94182,67.35
A,2017-12-26,2017-12-08,,67.46448,67.70187,68.00139,67.99876,67.25
A,2017-12-27,2017-12-08,,67.41043,67.654015,67.933365,68.04781,67.3
A,2017-12-28,2017-12-08,,67.34537,67.68912,68.18388,68.073586,67.45
A,2017-12-29,2017-12-08,,67.143105,67.62099,68.27139,68.07565,66.97
A,2018-01-02,2017-12-08,,66.76512,67.67416,68.251205,68.07558,67.6
A,2018-01-03,2017-12-08,,66.46472,67.64955,68.31169,68.10069,69.32
A,2018-01-04,2017-12-08,,66.377655,67.70777,68.318726,68.16119,68.8
A,2018-01-05,2017-12-08,,66.33568,67.66414,68.32414,68.24189,69.9
A,2018-01-08,2017-12-08,,66.45426,67.76904,68.33183,68.311455,70.05
A,2018-01-09,2017-12-08,,66.504616,67.66589,68.36465,68.53965,71.77
A,2018-01-10,2018-01-09,,72.34501,71.7667,71.78763,71.26576,70.79
A,2018-01-11,2018-01-09,,70.48357,71.79285,71.8397,71.57038,70.8
A,2018-01-12,2018-01-09,,70.57306,71.8058,71.68775,71.62584,71.73
A,2018-01-16,2018-01-09,,70.64054,71.843185,71.7364,71.66273,71.23
A,2018-01-17,2018-01-09,,70.65763,71.82978,72.121216,71.687126,72.06
A,2018-01-18,2018-01-09,,70.78996,71.81722,72.00491,71.72693,72.19
A,2018-01-19,2018-01-09,,70.96234,71.77925,71.900024,71.78735,73.07
A,2018-01-22,2018-01-09,,71.03598,71.89562,72.21278,71.8502,73.48
A,2018-01-23,2018-01-09,,71.077576,71.82551,71.796364,71.89489,73.44
