unique_id,ds,cutoff,FEDformer,Autoformer,PatchTST,Informer,VanillaTransformer,y
A,2017-11-10,2017-11-09,,68.3909,67.46161,67.455475,67.53282,69.31
A,2017-11-13,2017-11-09,,68.47101,67.47078,67.47189,67.492905,67.13
A,2017-11-14,2017-11-09,,68.264046,67.483604,67.46778,67.485466,67.46
A,2017-11-15,2017-11-09,,68.1531,67.51017,67.477264,67.503265,67.31
A,2017-11-16,2017-11-09,,67.911125,67.47972,67.494255,67.52382,68.74
A,2017-11-17,2017-11-09,,67.62397,67.4748,67.505775,67.534966,68.79
A,2017-11-20,2017-11-09,,67.46408,67.504486,67.53168,67.53576,69.96
A,2017-11-21,2017-11-09,,67.31841,67.47031,67.53964,67.53617,69.91
A,2017-11-22,2017-11-09,,67.251854,67.480545,67.548386,67.543594,68.69
A,2017-11-24,2017-11-09,,67.27846,67.52194,67.5523,67.5558,69.36
A,2017-11-27,2017-11-09,,67.22857,67.49964,67.55421,67.56841,69.31
A,2017-11-28,2017-11-09,,67.308266,67.52276,67.586235,67.577705,70.59
A,2017-11-29,2017-11-09,,67.37924,67.54344,67.60809,67.58135,68.69
A,2017-11-30,2017-11-09,,67.370186,67.54118,67.5894,67.58349,69.24
A,2017-12-01,2017-11-09,,67.29174,67.53806,67.55741,67.59017,68.69
A,2017-12-04,2017-11-09,,67.14955,67.54496,67.63699,67.601654,66.24
A,2017-12-05,2017-11-09,,66.90238,67.54861,67.64651,67.61563,65.83
A,2017-12-06,2017-11-09,,66.680336,67.56516,67.65291,67.630035,65.89
A,2017-12-07,2017-11-09,,66.52194,67.55514,67.66031,67.637276,66.71
A,2017-12-08,2017-11-09,,66.91503,67.57694,67.66466,67.65355,67.38
A,2017-12-11,2017-12-08,,67.78228,67.36863,67.63127,67.53842,67.0
A,2017-12-12,2017-12-08,,67.994286,67.47462,67.50548,67.67042,67.06
A,2017-12-13,2017-12-08,,67.831276,67.50632,67.71104,67.73095,66.68
A,2017-12-14,2017-12-08,,67.90474,67.48742,67.77756,67.77442,66.51
A,2017-12-15,2017-12-08,,67.91532,67.562195,67.74214,67.80938,67.61
A,2017-12-18,2017-12-08,,68.29632,67.589226,67.883156,67.84131,67.66
A,2017-12-19,2017-12-08,,68.157745,67.642136,67.8918,67.87264,67.75
A,2017-12-20,2017-12-08,,68.238686,67.69577,67.899864,67.904434,67.4
A,2017-12-21,2017-12-08,,68.22634,67.67082,67.9083,67.94219,67.52
A,2017-12-22,2017-12-08,,68.19138,67.66859,67.92012,67.99028,67.35
A,2017-12-26,2017-12-08,,68.19405,67.688675,68.16925,68.0428,67.25
A,2017-12-27,2017-12-08,,68.07232,67.66604,68.03037,68.087425,67.3
